date,venue_id,race_no,frame_no,car_no,name_kanji,racer_id,age,prefecture,term,grade,style,gear,score,first_places,second_places,third_places,outs,win_rate,top2_rate,top3_rate,style_escape,style_sprint,style_chase,style_other,start_number,back_number,recent_place1,recent_date1,recent_result1_1,recent_result1_2,recent_result1_3,recent_result1_4,recent_place2,recent_date2,recent_result2_1,recent_result2_2,recent_result2_3,recent_result2_4,recent_place3,recent_date3,recent_result3_1,recent_result3_2,recent_result3_3,recent_result3_4,comment,line_id,line_pos
2025-05-30,34,9,5,5,水書　義弘,12960,51,千葉,75,Ａ１,追,3.93,86.63,3,2,3,22,10,16.67,26.67,0,0,3,2,0,0,川崎,05/29,予2,,,,大垣,05/20,予3,準6,特3,,岐阜,05/08,予1,準5,特4,,千葉ライン３番手,2,3
2025-05-30,34,9,6,6,伊藤　歩登,15275,26,兵庫,113,Ａ２,逃,3.93,85.37,3,8,4,12,11.11,40.74,55.56,8,2,1,0,0,13,川崎,05/29,予2,,,,伊東,05/17,予7,般2,般2,,奈良,05/11,予3,準3,特2,,自力勝負でいきます,1,1
2025-05-30,34,9,6,7,齋藤　一茂,14579,36,群馬,97,Ａ１,逃,3.92,84.67,6,5,2,14,22.22,40.74,48.15,10,1,0,0,0,14,川崎,05/29,予2,,,,大垣,05/20,予7,般7,般1,,取手,05/04,予5,抜7,般2,,いつも通り臨機応変,3,1
2025-05-30,71,1,1,1,石井　　毅,12879,51,神奈,74,Ａ２,追,3.79,81.72,1,3,6,22,3.13,12.5,31.25,0,0,2,2,1,0,高松,05/29,予6,,,,川崎,05/15,予2,準4,特5,,函館,05/02,予5,般3,般3,,増田君へ。,1,2
2025-05-30,71,1,2,2,白井　一機,12206,55,愛知,65,Ａ２,追,3.92,80.83,0,1,4,19,0,4.17,20.83,0,0,0,1,0,0,高松,05/29,予7,,,,函館,05/02,予5,般5,般6,,熊本,04/21,予6,般2,般6,,近畿勢の後ろ。,2,3
2025-05-30,71,1,3,3,江端　隆司,14941,32,福井,103,Ａ１,逃,3.92,82.26,2,3,6,16,7.41,18.52,40.74,3,1,1,0,1,14,高松,05/29,予7,,,,福井,05/02,予7,般3,般2,,松戸,04/22,予1,準7,特6,,自力。,2,1
2025-05-30,71,1,4,4,増田　利明,13423,46,静岡,81,Ａ２,両,3.92,85.00,5,3,3,13,20.83,33.33,45.83,6,2,0,0,5,6,高松,05/29,予5,,,,いわき平,05/16,予6,般5,般4,,川崎,04/28,予7,般1,特7,,自力自在。,1,1
2025-05-30,71,1,5,5,奥谷　広巳,13209,48,兵庫,78,Ａ２,追,3.92,83.78,1,5,2,19,3.7,22.22,29.63,0,0,4,2,3,0,高松,05/29,予5,,,,松阪,05/20,予3,準4,特4,,弥彦,05/11,予5,般4,般4,,江端君へ。,2,2
2025-05-30,71,1,6,6,西川　弘資,12287,56,三重,66,Ａ２,追,3.92,79.00,0,3,2,22,0,11.11,18.52,0,0,1,2,0,0,高松,05/29,予6,,,,四日市,05/17,予5,般2,般6,,別府,05/09,予6,般7,般5,,決めずに。,3,1
2025-05-30,71,1,6,7,石川　恭規,14282,47,福島,93,Ａ２,追,3.92,82.65,0,4,5,14,0,17.39,39.13,1,0,0,3,4,1,高松,05/29,予5,,,,弥彦,05/11,,,,,福井,05/02,予6,般7,,,南関勢の後ろ。,1,3
2025-05-30,71,2,1,1,中村　泰輔,15459,32,和歌,117,Ａ２,逃,3.93,81.48,1,0,6,15,4.55,4.55,31.82,0,1,0,0,7,6,高松,05/29,予7,,,,別府,05/18,予4,抜6,般7,,岸和田,05/09,予3,準5,特6,,自力。,1,1
2025-05-30,71,2,2,2,武田　靖夫,13013,52,茨城,76,Ａ２,追,3.92,81.11,0,2,4,22,0,7.14,21.43,0,0,2,0,1,0,高松,05/29,予4,,,,松阪,05/20,予6,般7,般5,,京王閣,05/04,般3,,,,和歌山勢の後ろ。,1,3
2025-05-30,71,2,3,3,神開　将暢,12546,52,福岡,69,Ａ２,追,3.92,77.30,0,1,1,21,0,4.35,8.7,0,0,0,1,0,0,高松,05/29,予7,,,,高知,05/17,予6,般6,般3,,小倉,05/08,般2,,,,安谷屋君の後ろ。,2,3
2025-05-30,71,2,4,4,佐伯　辰哉,15119,28,広島,109,Ａ２,両,3.92,83.08,3,5,3,16,11.11,29.63,40.74,1,2,1,4,7,5,高松,05/29,予5,,,,玉野,05/18,予2,準2,決4,,青森,05/07,予1,準3,特1,,自力自在。,2,1
2025-05-30,71,2,5,5,黒崎　直行,11341,59,栃木,57,Ａ２,追,3.92,80.21,0,0,6,18,0,0,25,0,0,0,0,3,0,高松,05/29,予6,,,,青森,05/07,予4,般3,般5,,弥彦,04/25,予3,抜7,般4,,前々。,3,1
2025-05-30,71,2,6,6,日浦　崇道,15112,34,和歌,109,Ａ１,逃,3.92,76.41,0,0,2,25,0,0,7.41,0,0,0,0,4,6,高松,05/29,予6,,,,弥彦,05/20,予7,般7,般7,,奈良,05/11,予7,般7,般7,,中村君へ。,1,2
2025-05-30,71,2,6,7,安谷屋将志,14566,36,沖縄,96,Ａ１,追,3.92,83.00,1,2,3,13,5.26,15.79,31.58,1,1,1,0,1,2,高松,05/29,予4,,,,小松島,05/14,予4,抜4,般2,,別府,04/25,予4,,,,佐伯君へ。,2,2
2025-05-30,71,3,1,1,岡部　芳幸,12261,54,福島,66,Ａ１,追,3.92,92.96,8,4,3,10,32,48,60,0,0,10,2,2,0,高松,05/29,初4,,,,弥彦,05/20,初5,準1,決5,,函館,05/02,初1,準1,決2,,土田君へ。,1,2
2025-05-30,71,3,2,2,山口　龍也,15212,30,長崎,111,Ａ１,追,3.92,89.20,5,0,3,7,33.33,33.33,53.33,0,0,5,0,1,0,高松,05/29,予2,,,,大垣,05/08,,,,,佐世保,04/03,予3,準1,決7,,田中君へ。,2,2
2025-05-30,71,3,3,3,作田　悦章,14261,42,徳島,92,Ａ２,追,3.92,87.62,4,3,3,11,19.05,33.33,47.62,0,0,5,2,6,0,高松,05/29,予3,,,,岸和田,05/18,予4,準6,特6,,武雄,05/05,予1,準4,特3,,橋本君へ。,4,2
2025-05-30,71,3,4,4,舘　　泰守,13330,49,愛知,80,Ａ１,追,3.92,92.92,11,5,0,10,42.31,61.54,61.54,0,0,13,3,4,0,高松,05/29,初6,,,,弥彦,05/11,初2,準5,特1,,福井,05/02,初7,準6,特1,,一人で。,3,1
2025-05-30,71,3,5,5,橋本　凌汰,15545,24,岡山,119,Ａ１,逃,3.92,92.41,3,10,4,10,11.11,48.15,62.96,4,6,2,1,1,8,高松,05/29,初2,,,,大垣,05/20,初3,準2,決3,,小松島,05/14,初2,準2,決4,,自力。,4,1
2025-05-30,71,3,6,6,田中　会心,15748,24,熊本,123,Ａ２,逃,3.92,82.26,2,5,2,14,8.7,30.43,39.13,5,0,1,1,0,9,高松,05/29,予1,,,,玉野,05/18,予7,般2,般5,,岸和田,05/04,予5,般1,特6,,自力。,2,1
2025-05-30,71,3,6,7,土田　栄二,15338,29,茨城,115,Ａ１,逃,3.92,87.46,7,5,1,11,29.17,50,54.17,8,0,2,2,1,16,高松,05/29,予2,,,,熊本,05/13,予1,準7,般1,,京王閣,05/04,予1,準6,特4,,自力。,1,1
2025-05-30,71,4,1,1,谷田　泰平,14307,48,岐阜,93,Ａ１,追,3.92,91.26,8,4,4,11,29.63,44.44,59.26,0,2,7,3,4,1,高松,05/29,初5,,,,玉野,05/23,初4,準5,特1,,岸和田,05/04,予2,準3,特1,,自在に。,2,1
2025-05-30,71,4,2,2,篠原　龍馬,14036,43,高知,89,Ａ１,両,3.92,87.60,7,6,2,15,23.33,43.33,50,8,3,2,0,8,10,高松,05/29,予1,,,,岸和田,05/09,予1,準6,特5,,熊本,05/02,予1,準2,決6,,自力。,1,1
2025-05-30,71,4,3,3,成田　健児,12965,50,神奈,75,Ａ１,追,3.93,88.63,3,5,5,14,11.11,29.63,48.15,0,0,4,4,0,0,高松,05/29,予3,,,,伊東,05/17,予2,準4,特4,,別府,05/09,,,,,深瀬君へ。,3,2
2025-05-30,71,4,4,4,山田　雅之,12742,52,岐阜,72,Ａ１,追,3.93,87.17,4,4,8,14,13.33,26.67,53.33,0,0,7,1,6,0,高松,05/29,予4,,,,玉野,05/23,予4,抜3,般1,,弥彦,05/01,予2,準5,特4,,谷田君へ。,2,2
2025-05-30,71,4,5,5,野本　翔太,14192,40,高知,91,Ａ１,追,3.92,86.24,4,7,2,16,13.79,37.93,44.83,0,0,7,4,4,0,高松,05/29,予2,,,,高知,05/17,予1,準4,特1,,函館,05/02,予4,準6,特6,,篠原さんへ。,1,2
2025-05-30,71,4,6,6,光畑　政志,13647,45,岡山,84,Ａ２,追,3.92,81.62,1,2,0,19,4.55,13.64,13.64,0,0,2,1,0,0,高松,05/29,予3,,,,小倉,05/08,予4,抜6,般4,,取手,04/22,,,,,高知勢の後ろ。,1,3
2025-05-30,71,4,6,7,深瀬　泰我,15531,32,静岡,119,Ａ１,逃,3.92,89.97,8,3,5,14,26.67,36.67,53.33,6,4,1,0,4,9,高松,05/29,初7,,,,松阪,05/20,初5,準1,決4,,弥彦,05/11,初6,準2,決3,,自力。,3,1
2025-05-30,71,5,1,1,遠藤　拓巳,15836,25,香川,125,Ａ２,逃,3.92,92.64,9,8,0,5,40.91,77.27,77.27,11,5,0,1,6,14,高松,05/29,予1,,,,函館,05/19,予1,準2,決7,,福井,04/24,予1,準2,決2,,自力。,1,1
2025-05-30,71,5,2,2,樫山　恭柄,14263,39,福岡,92,Ａ１,追,3.92,92.89,7,7,5,8,25.93,51.85,70.37,0,0,12,2,10,0,高松,05/29,初3,,,,弥彦,05/20,初3,準1,決2,,小倉,05/08,初1,準1,決3,,前田さんへ。,3,2
2025-05-30,71,5,3,3,緑川　修平,14438,41,福島,95,Ａ２,逃,3.92,84.87,5,4,3,11,21.74,39.13,52.17,3,5,1,0,1,4,高松,05/29,予4,,,,大垣,05/14,予7,般1,特7,,青森,05/07,予3,準3,特3,,単騎で。,2,1
2025-05-30,71,5,4,4,前田　義和,14422,41,鹿児,94,Ａ１,両,3.92,86.19,9,3,3,16,29.03,38.71,48.39,4,5,2,1,1,12,高松,05/29,予1,,,,岸和田,05/18,予1,準5,特3,,別府,05/09,般5,般1,,,自力。,3,1
2025-05-30,71,5,5,5,井上　　剛,13735,45,岡山,85,Ａ１,追,3.92,83.92,3,2,4,16,12,20,36,0,0,3,2,2,0,高松,05/29,予3,,,,大垣,05/08,予1,準5,特4,,玉野,04/29,予2,準6,特1,,地元勢の後ろ。,1,3
2025-05-30,71,5,6,6,吉成　貴博,14637,37,熊本,97,Ａ２,追,3.83,81.45,2,1,4,22,6.9,10.34,24.14,0,0,3,0,1,0,高松,05/29,予2,,,,玉野,05/18,予5,般7,般3,,岸和田,05/04,予4,抜6,般6,,九州３番手。,3,3
2025-05-30,71,5,6,7,蓮井　祐輝,14325,41,香川,93,Ａ１,追,3.92,90.33,5,3,1,12,23.81,38.1,42.86,0,0,6,2,0,0,高松,05/29,初1,,,,弥彦,05/20,初1,準2,決4,,静岡,04/25,予2,準4,特2,,遠藤君へ。,1,2
2025-05-30,71,6,1,1,森川　大輔,14246,37,岐阜,92,Ｓ２,追,3.92,99.03,6,2,6,17,19.35,25.81,45.16,0,1,5,2,4,1,高松,05/29,予6,,,,岐阜,05/14,予3,準4,特1,,福井,04/24,予6,般2,般1,,溝口君へ。,1,2
2025-05-30,71,6,2,2,安部　達也,13550,47,埼玉,83,Ｓ２,追,3.93,94.48,0,2,4,23,0,6.9,20.69,0,0,0,2,1,0,高松,05/29,予7,,,,宇都宮,05/15,一8,抜9,般3,抜8,西武園,05/05,予6,般6,般5,,今井君へ。,2,2
2025-05-30,71,6,3,3,今岡　徹二,15193,30,広島,111,Ｓ２,両,3.92,96.72,3,1,5,21,10,13.33,30,0,0,3,1,6,0,高松,05/29,予6,,,,大垣,05/20,予2,準7,特1,,西武園,05/05,予5,般3,般3,,中部勢の後ろ。,1,3
2025-05-30,71,6,4,4,今井　　聡,15250,37,東京,113,Ｓ２,追,3.92,96.44,2,2,3,20,7.41,14.81,25.93,0,1,2,1,1,0,高松,05/29,予6,,,,川崎,05/15,予6,般2,般4,,大垣,05/08,予4,抜4,般4,,前々自在に。,2,1
2025-05-30,71,6,5,5,佐川　翔吾,14399,41,大阪,94,Ｓ２,両,3.92,98.43,2,4,2,15,8.7,26.09,34.78,0,2,1,3,4,2,高松,05/29,予7,,,,宇都宮,05/15,一8,抜9,般6,般6,取手,04/22,予4,抜5,般7,,単騎で。,3,1
2025-05-30,71,6,6,6,田中　洋輔,13667,45,宮崎,84,Ｓ２,追,3.92,92.16,0,0,1,31,0,0,3.13,0,0,0,0,0,0,高松,05/29,予5,,,,弥彦,05/20,予6,般4,般4,,平塚,05/10,一9,抜7,般4,般6,決めずに。,4,1
2025-05-30,71,6,6,7,溝口　　葵,15462,32,三重,117,Ｓ２,逃,3.92,95.31,3,2,1,20,11.54,19.23,23.08,5,0,0,0,1,16,高松,05/29,予7,,,,大垣,05/20,予4,抜2,特7,,玉野,04/29,予4,抜1,特4,,自力。,1,1
2025-05-30,71,7,1,1,平尾　一晃,15211,28,長崎,111,Ｓ２,逃,3.93,98.61,4,4,2,14,16.67,33.33,41.67,0,5,3,0,3,2,高松,05/29,予6,,,,大垣,05/20,予7,般2,般4,,取手,04/22,予7,般1,特1,,自力。,1,1
2025-05-30,71,7,2,2,佐藤　成人,12688,51,奈良,71,Ｓ２,追,3.92,97.41,1,4,6,23,2.94,14.71,32.35,0,0,2,3,0,0,高松,05/29,予6,,,,岸和田,05/18,予3,準6,特6,,平塚,05/10,一7,抜3,抜4,抜3,仲野君へ。,3,2
2025-05-30,71,7,3,3,荻原　尚人,13990,41,宮城,89,Ｓ２,追,3.92,98.92,2,5,3,26,5.56,19.44,27.78,0,0,5,2,7,0,高松,05/29,予7,,,,奈良,05/23,予3,準4,特5,,宇都宮,05/15,般2,抜5,,,原田君へ。,2,2
2025-05-30,71,7,4,4,仲野　結音,15460,25,大阪,117,Ｓ１,逃,3.92,95.55,2,3,3,14,9.09,22.73,36.36,2,3,0,0,0,7,高松,05/29,予6,,,,大垣,05/08,予6,般3,般2,,宇都宮,04/22,,,,,自力。,3,1
2025-05-30,71,7,5,5,福島　栄一,14326,41,香川,93,Ｓ２,追,3.93,97.79,2,2,3,22,6.9,13.79,24.14,0,0,4,0,6,0,高松,05/29,,,,,大垣,05/20,予7,般6,般4,,平塚,05/10,一6,抜4,抜1,特5,補充出走,1,2
2025-05-30,71,7,6,6,山田　祥明,14600,45,岐阜,97,Ｓ２,追,3.92,93.12,0,1,0,25,0,3.85,3.85,0,0,1,0,2,0,高松,05/29,予5,,,,宇都宮,05/15,一9,抜6,般7,般5,豊橋,04/14,予5,抜7,般7,,近畿勢の後ろ。,3,3
2025-05-30,71,7,6,7,原田　亮太,15352,28,千葉,115,Ｓ２,逃,3.92,97.92,2,5,1,16,8.33,29.17,33.33,6,1,0,0,3,15,高松,05/29,予7,,,,宇都宮,05/15,一7,抜2,抜2,特7,熊本,04/21,予2,準7,特7,,自力。,2,1
2025-05-30,71,8,1,1,矢野　昌彦,14142,43,栃木,91,Ｓ２,逃,3.92,95.45,1,2,2,6,9.09,27.27,45.45,3,0,0,0,0,5,高松,05/29,予5,,,,平塚,05/10,一8,抜8,般7,般2,豊橋,04/14,,,,,幸田君へ。,1,2
2025-05-30,71,8,2,2,白上　　翔,14477,36,滋賀,95,Ｓ２,両,3.93,94.73,1,2,4,23,3.33,10,23.33,0,0,2,1,1,0,高松,05/29,予3,,,,大垣,05/20,予3,抜3,特6,,福井,05/14,般3,,,,堀君へ。,2,2
2025-05-30,71,8,3,3,山本　　奨,14409,36,岡山,94,Ｓ２,両,3.92,96.73,3,3,1,23,10,20,23.33,0,0,5,1,0,3,高松,05/29,予4,,,,宇都宮,05/15,一7,抜8,般5,般1,武雄,05/05,予1,準7,般4,,奥村君へ。,3,2
2025-05-30,71,8,4,4,長谷部　翔,15097,30,静岡,109,Ｓ２,両,3.93,95.19,1,1,2,17,4.76,9.52,19.05,0,1,1,0,1,0,高松,05/29,予5,,,,平塚,05/10,一8,抜7,,,宇都宮,04/22,ア予１6,ア予２7,ア一般4,,栃木勢の後ろ。,1,3
2025-05-30,71,8,5,5,奥村　諭志,15191,31,岡山,111,Ｓ２,両,3.93,94.32,0,5,3,23,0,16.13,25.81,1,1,3,0,0,8,高松,05/29,予4,,,,玉野,05/18,予6,般4,般6,,函館,05/02,予4,般5,般2,,自力。,3,1
2025-05-30,71,8,6,6,堀　　僚介,15115,30,大阪,109,Ｓ２,逃,3.92,90.91,0,0,1,31,0,0,3.13,0,0,0,0,1,1,高松,05/29,予3,,,,奈良,05/23,予7,般7,般7,,平塚,05/10,一8,抜9,般8,般8,自力。,2,1
2025-05-30,71,8,6,7,幸田　望夢,15340,25,栃木,115,Ｓ２,逃,3.92,99.23,2,3,6,15,7.69,19.23,42.31,3,0,2,0,2,11,高松,05/29,予5,,,,宇都宮,05/15,一3,二2,準9,特8,大垣,05/08,予7,般2,般6,,自力。,1,1
2025-05-30,71,9,1,1,吉本　哲郎,13650,45,広島,84,Ｓ２,両,3.92,95.37,0,3,5,23,0,9.68,25.81,0,0,2,1,2,2,高松,05/29,予3,,,,玉野,05/18,般5,般5,,,川崎,05/15,予3,抜5,般6,,藤岡さんの後ろ。,1,3
2025-05-30,71,9,2,2,三浦　貴大,15358,26,岐阜,115,Ｓ２,逃,3.92,97.74,3,4,1,19,11.11,25.93,29.63,0,2,3,2,1,2,高松,05/29,予5,,,,弥彦,05/20,予2,準7,特1,,岸和田,05/09,予1,準6,特2,,単騎で。,2,1
2025-05-30,71,9,3,3,鈴木　　薫,15346,26,東京,115,Ｓ２,逃,3.92,101.30,5,0,6,12,21.74,21.74,47.83,1,4,0,0,4,4,高松,05/29,予4,,,,大垣,05/20,予6,般3,般1,,静岡,04/25,,,,,自力。,3,1
2025-05-30,71,9,4,4,松本　憲斗,15570,28,熊本,119,Ｓ２,逃,3.92,96.36,1,2,1,18,4.55,13.64,18.18,0,1,1,1,1,3,高松,05/29,予4,,,,宇都宮,05/15,一9,抜6,般3,抜4,大垣,05/08,予4,抜7,般6,,自力。,1,1
2025-05-30,71,9,5,5,小島　　歩,14592,35,神奈,97,Ｓ２,追,3.93,98.48,1,3,3,24,3.23,12.9,22.58,0,0,2,2,1,0,高松,05/29,予3,,,,川崎,05/15,予5,抜6,般4,,青森,05/07,予3,準6,特4,,鈴木君へ。,3,2
2025-05-30,71,9,6,6,佐藤　雅彦,13827,43,宮城,87,Ｓ２,追,3.85,93.96,0,0,1,25,0,0,3.85,0,0,0,0,1,0,高松,05/29,予4,,,,弥彦,05/20,予4,抜3,特4,,宇都宮,04/22,ア予１6,ア予２7,ア一般5,,小島君の後ろ。,3,3
2025-05-30,71,9,6,7,藤岡　隆治,14683,49,徳島,98,Ｓ２,追,3.93,98.46,1,2,3,18,4.17,12.5,25,0,0,1,2,1,0,高松,05/29,予4,,,,宇都宮,05/15,一5,二5,特9,抜4,川崎,04/19,一6,抜5,般4,般4,松本君へ。,1,2
2025-05-30,71,10,1,1,河村　雅章,14231,42,東京,92,Ｓ１,両,3.92,105.28,5,5,2,13,20,40,48,0,0,7,3,4,0,高松,05/29,初5,,,,西武園,05/05,初2,準1,決5,,いわき平,04/28,初4,準5,特1,,単騎で。,2,1
2025-05-30,71,10,2,2,瀬戸　栄作,15130,31,長崎,109,Ｓ１,逃,3.92,102.17,2,4,1,16,8.7,26.09,30.43,0,2,3,1,3,1,高松,05/29,初7,,,,青森,05/07,初4,準4,特2,,別府,04/15,予1,準5,特6,,自力。,1,1
2025-05-30,71,10,3,3,元砂　勇雪,14946,33,奈良,103,Ｓ２,追,3.92,104.29,2,5,8,14,6.9,24.14,51.72,0,0,3,4,2,0,高松,05/29,予2,,,,奈良,05/23,予1,準2,決4,,宇都宮,05/15,一3,二6,特6,特3,田中君へ。,4,2
2025-05-30,71,10,4,4,菅原　裕太,14826,33,静岡,100,Ｓ２,両,3.92,101.48,4,4,6,17,12.9,25.81,45.16,0,0,8,0,2,0,高松,05/29,予2,,,,大垣,05/20,予3,準5,特2,,西武園,05/05,予1,準2,決6,,単騎で。,3,1
2025-05-30,71,10,5,5,田中　大我,15363,26,奈良,115,Ｓ２,逃,3.92,102.88,7,4,4,11,26.92,42.31,57.69,7,4,0,0,3,13,高松,05/29,予3,,,,大垣,05/20,予2,準3,特2,,福井,05/14,予7,般2,般1,,自力。,4,1
2025-05-30,71,10,6,6,岩本　和也,13045,50,石川,76,Ｓ２,追,3.92,97.42,4,2,3,24,12.12,18.18,27.27,0,2,3,1,1,0,高松,05/29,予2,,,,奈良,05/23,予6,般4,般5,,岐阜,05/14,予5,抜5,般1,,近畿勢の後ろ。,4,3
2025-05-30,71,10,6,7,田尾　駿介,15199,33,高知,111,Ｓ２,追,3.92,106.13,7,8,3,13,22.58,48.39,58.06,0,1,10,4,8,0,高松,05/29,予1,,,,福井,05/14,予1,準7,特5,,武雄,05/05,予1,準2,決3,,瀬戸君へ。,1,2
2025-05-30,71,11,1,1,大坪　功一,13443,48,福岡,81,Ｓ１,追,3.92,103.43,2,4,1,15,9.09,27.27,31.82,0,0,5,1,1,0,高松,05/29,初3,,,,岐阜,05/14,予2,準6,特5,,名古屋,04/29,一7,般8,般7,,渡邉君へ。,1,2
2025-05-30,71,11,2,2,古賀　勝大,15365,33,和歌,115,Ｓ２,両,3.93,101.30,1,5,4,13,4.35,26.09,43.48,0,2,2,2,14,0,高松,05/29,予1,,,,弥彦,05/20,予3,準5,特2,,伊東,04/19,ア予１2,ア予２6,ア一般3,,高久保さんへ。,2,2
2025-05-30,71,11,3,3,佐藤　友和,13904,42,岩手,88,Ｓ１,両,3.92,108.25,1,2,2,15,5,15,25,0,1,1,1,2,1,高松,05/29,初1,,,,名古屋,04/29,一4,抜5,抜8,抜4,別府,04/15,初5,準4,特2,,磯島君へ。,3,2
2025-05-30,71,11,4,4,磯島　成介,15322,25,青森,115,Ｓ２,逃,3.92,101.64,4,4,4,13,16,32,48,4,3,1,0,5,7,高松,05/29,予1,,,,武雄,05/20,予7,抜4,抜1,,川崎,04/19,一3,二7,特9,抜3,自力。,3,1
2025-05-30,71,11,5,5,渡邉　豪大,15052,35,福岡,107,Ｓ２,両,3.93,105.85,7,5,7,8,25.93,44.44,70.37,0,0,9,3,4,0,高松,05/29,予1,,,,武雄,05/20,予3,準3,特1,,福井,05/02,予1,準1,決2,,前でやります。,1,1
2025-05-30,71,11,6,6,佐藤　　壮,14817,33,千葉,100,Ｓ２,追,3.92,100.55,2,0,8,19,6.9,6.9,34.48,0,0,2,0,7,0,高松,05/29,予2,,,,弥彦,05/20,予5,抜1,特3,,宇都宮,04/22,ア予１3,ア予２4,ア一般1,,北勢の後ろ。,3,3
2025-05-30,71,11,6,7,高久保雄介,14833,38,京都,100,Ｓ１,両,3.92,106.28,6,6,2,15,20.69,41.38,48.28,0,5,6,1,1,1,高松,05/29,初4,,,,奈良,05/23,初5,準5,特1,,福井,05/02,初2,準3,決6,,自力自在。,2,1
2025-05-30,71,12,1,1,渡部　哲男,13656,45,愛媛,84,Ｓ１,追,3.92,105.62,7,3,1,15,26.92,38.46,42.31,0,0,9,1,1,0,高松,05/29,初2,,,,玉野,05/18,予1,準2,決1,,名古屋,04/29,一4,抜7,般8,般1,大石君へ。,1,2
2025-05-30,71,12,2,2,菅原　大也,15049,34,神奈,107,Ｓ１,両,3.92,101.09,2,6,5,22,5.71,22.86,37.14,2,2,2,2,3,8,高松,05/29,予1,,,,武雄,05/20,予4,特7,抜1,,平塚,05/10,一3,二8,抜1,特8,自力。,2,1
2025-05-30,71,12,3,3,大石　崇晴,15106,32,大阪,109,Ｓ２,両,3.92,105.09,8,6,0,9,34.78,60.87,60.87,2,2,9,1,3,7,高松,05/29,予1,,,,大垣,05/20,予1,準1,決2,,福井,04/24,予1,準2,決1,,自力。,1,1
2025-05-30,71,12,4,4,尾形　鉄馬,15036,35,宮城,107,Ｓ２,追,3.92,103.43,0,3,2,3,0,37.5,62.5,0,0,1,2,0,0,高松,05/29,予2,,,,大垣,05/20,予2,準4,特3,,静岡,04/25,予2,準3,特2,,五日市さんへ。,2,3
2025-05-30,71,12,5,5,田中　　誠,14041,41,福岡,89,Ｓ２,追,3.92,103.26,4,4,5,13,15.38,30.77,50,0,0,4,4,1,0,高松,05/29,予2,,,,武雄,05/20,予6,抜1,特1,,福井,05/14,予3,抜4,般1,,西の３番手。,1,3
2025-05-30,71,12,6,6,柴田　洋輔,14232,39,東京,92,Ｓ２,追,3.92,100.77,2,5,3,16,7.69,26.92,38.46,0,0,4,3,3,0,高松,05/29,予3,,,,宇都宮,05/15,一1,二5,特3,秀7,熊本,04/21,予6,般5,般5,,決めずに。,3,1
2025-05-30,71,12,6,7,五日市　誠,13982,40,青森,89,Ｓ１,追,3.92,106.38,5,2,8,14,17.24,24.14,51.72,0,0,5,2,10,1,高松,05/29,初6,,,,大垣,05/20,初1,準3,決4,,岸和田,05/09,初1,準1,決7,,菅原君へ。,2,2
2025-05-30,85,1,1,1,吉田　勇気,15472,36,福岡,117,Ａ３,両,3.92,69.21,2,6,6,19,6.06,24.24,42.42,4,2,2,0,4,7,佐世保,05/28,予7,般2,,,立川,05/20,予3,準2,決4,,西武園,05/10,予7,般5,般5,,自力。,1,1
2025-05-30,85,1,2,2,松本　琢也,14482,41,兵庫,95,Ａ３,両,3.92,69.38,0,0,5,8,0,0,38.46,0,0,0,0,1,0,佐世保,05/28,予6,般3,,,高松,05/15,予4,抜6,,,岐阜,05/08,予3,準3,決5,,倉田君。,3,2
2025-05-30,85,1,3,3,吉橋　秀城,13684,46,埼玉,85,Ａ３,追,3.92,67.76,1,2,3,15,4.76,14.29,28.57,0,0,2,1,2,0,佐世保,05/28,予5,抜7,,,福井,05/08,予7,,,,平塚,05/01,,,,,流れで。,2,1
2025-05-30,85,1,4,4,大竹　慎吾,11198,59,大分,55,Ａ３,追,3.92,72.54,0,7,6,11,0,29.17,54.17,0,0,0,7,0,0,佐世保,05/28,予4,抜4,,,立川,05/20,予3,準3,抜3,,平塚,05/01,予5,抜4,抜2,,吉田君。,1,2
2025-05-30,85,1,5,5,西郷　　剛,12532,56,兵庫,69,Ａ３,追,3.92,67.81,2,0,7,13,9.09,9.09,40.91,0,1,1,0,0,0,佐世保,05/28,予7,般4,,,松阪,05/20,予5,般3,般4,,弥彦,05/11,予7,般3,般3,,中近３番手。,3,3
2025-05-30,85,1,6,6,倉田　紘希,15452,24,三重,117,Ａ３,逃,3.92,63.00,0,0,0,6,0,0,0,0,0,0,0,0,0,佐世保,05/28,予7,般5,,,伊東,05/04,,,,,大垣,04/21,予6,般6,般5,,自力。,3,1
2025-05-30,85,2,1,1,土居　佑次,15286,27,高知,113,Ａ３,逃,3.92,68.22,3,3,5,16,11.11,22.22,40.74,5,0,1,0,3,6,佐世保,05/28,予7,般4,,,立川,05/20,予1,準7,抜3,,西武園,05/10,予5,抜3,抜7,,自力。,1,1
2025-05-30,85,2,2,2,山崎　明寛,13415,50,千葉,81,Ａ３,追,3.85,68.17,0,3,1,20,0,12.5,16.67,0,0,1,2,0,0,佐世保,05/28,予7,般6,,,函館,05/14,予6,般5,般3,,川崎,05/05,予4,準2,決7,,横田君。,2,2
2025-05-30,85,2,3,3,吉野　　猛,12893,51,愛知,74,Ａ３,追,3.92,68.00,2,1,8,9,10,15,55,0,0,2,1,0,0,佐世保,05/28,予5,抜6,,,立川,05/20,予4,抜1,抜3,,函館,05/14,予7,般3,般7,,高知勢へ。,1,3
